word,mean_impact,std_impact,frequency,max_impact,min_impact,impact_range
ur,-0.05652407413176181,0.02923096926831833,7,-0.03932607997402495,-0.11958338604346364,0.08025730606943868
enough,-0.05647472490764349,0.0,9,-0.05647472490764349,-0.05647472490764349,0.0
stop,0.05591505718248112,0.018829799521960185,18,0.09801976891627713,0.04749411483572191,0.05052565408055522
way,0.05543061543144432,0.026728304010449053,31,0.13767188461756344,0.04324672370016739,0.09442516091739606
be,-0.053155093147027384,0.031205910039980578,82,-0.03872810654921126,-0.22551961723672534,0.1867915106875141
im,0.05301148634561838,6.938893903907228e-18,5,0.05301148634561837,0.05301148634561837,0.0
sense,0.05291775622004907,0.0,7,0.05291775622004907,0.05291775622004907,0.0
say,0.05266081433781506,0.019081447412948385,26,0.0874986115975498,0.04220947515989463,0.04528913643765518
most,0.052520826575820946,0.018331876640775204,10,0.08918457985737135,0.04335488825543335,0.045829691601938005
rather,0.05239375289636752,6.938893903907228e-18,6,0.052393752896367524,0.052393752896367524,0.0
nothing,-0.052166952990757645,0.014653638480549899,10,-0.047282406830574344,-0.09612786843240734,0.04884546160183299
penis,0.05201384092234118,0.016817016204918336,6,0.08961783233525411,0.04449304263975859,0.04512478969549552
city,0.05160090583212347,0.02987027833986887,5,0.11134146251186121,0.036665766662189035,0.07467569584967218
information,0.051483892877650955,0.015750876165558966,16,0.0931567941430946,0.04553062126830187,0.04762617287479274
about,0.051466253714875856,0.02926841274346156,69,0.13552023659071427,0.0388581562835001,0.09666208030721417
her,-0.05107443425522621,0.04400649105659633,14,-0.02918038664924789,-0.18243871989109606,0.15325833324184818
part,-0.050494264323453386,0.0,9,-0.050494264323453386,-0.050494264323453386,0.0
16,-0.05047656307102684,0.01699547578149052,5,-0.04197882518028158,-0.08446751463400788,0.0424886894537263
own,-0.05010028261257634,0.014179325267710291,10,-0.04537384085667292,-0.09263825841570722,0.0472644175590343
with,0.049936919711216436,0.059036901639064804,73,0.39415806591021973,0.03129678544051227,0.36286128046970745
band,-0.049049054685901185,0.037153462232310176,6,-0.032433521255717856,-0.1321267218368178,0.09969320058109996
cannot,0.04884475632993691,6.938893903907228e-18,6,0.048844756329936914,0.048844756329936914,0.0
something,0.04864514008429516,0.013061664308118887,24,0.09196577973190258,0.044706900116330855,0.04725887961557172
truth,0.04827167481762976,0.0,5,0.04827167481762976,0.04827167481762976,0.0
clearly,-0.04788189616707132,0.0,8,-0.04788189616707132,-0.04788189616707132,0.0
gay,-0.047663187293074984,0.016509842326636163,9,-0.0388383053650848,-0.07855027404104062,0.03971196867595582
relevant,-0.04744342703566977,0.016109822422977847,5,-0.03938851582418085,-0.07966307188162547,0.04027455605744462
