word,mean_impact,std_impact,frequency,max_impact,min_impact,impact_range
than,0.00791538367047906,0.0024346898279340463,24,0.011306494940072298,0.0024759769439697266,0.008830517996102571
at,-0.007651302618175996,0.007356211225804475,63,0.0004051751457154751,-0.0348685123026371,0.035273687448352575
life,0.007270712378051351,0.007651509895482102,17,0.02260271180421114,0.0,0.02260271180421114
from,-0.007189093256817648,0.015292215232850336,54,0.0,-0.05835630604997277,0.05835630604997277
yourself,0.006954989595604795,0.0011885477500579765,14,0.007440212182700634,0.0040436540730297565,0.0033965581096708775
real,0.006614844873547554,0.005400998222618874,5,0.01102474145591259,0.0,0.01102474145591259
source,-0.0060446256171225714,0.00962569355291842,19,0.008923591114580631,-0.024523576721549034,0.033447167836129665
re,0.005859008656261722,0.002764849446232878,40,0.011775340884923935,-0.0006107328226789832,0.012386073707602918
18,-0.005840580134342114,0.00850573660896535,6,0.0,-0.02103861514478922,0.02103861514478922
how,0.005808506836183369,0.0021689984542614133,20,0.00811521802097559,0.0028827828355133533,0.005232435185462236
here,0.0054529040414643916,0.0016824857750087775,38,0.010428978828713298,0.0026125970762223005,0.007816381752490997
do,0.004592006847159326,0.007489730409501015,61,0.027367707574740052,-0.014093865640461445,0.0414615732152015
say,0.004589779643100445,0.005273301309694559,27,0.013643691316246986,0.0,0.013643691316246986
the,-0.004486199614552359,0.013646192429481842,265,0.00857811444438994,-0.06773161649471149,0.07630973093910143
may,-0.004476408613845706,0.004994404545957358,10,0.0,-0.012805012986063957,0.012805012986063957
is,0.0044599565467869084,0.009501703261497308,162,0.030129138380289078,-0.01851550256833434,0.04864464094862342
good,-0.0042719526893713255,0.008450025200967444,22,0.0,-0.025546658784151077,0.025546658784151077
picture,0.004146466297762734,0.004518506891186248,7,0.010884474031627178,0.0,0.010884474031627178
contribs,0.004060802515596151,0.002130372757109643,6,0.007077642483636737,0.0,0.007077642483636737
wrong,0.0037900063131625452,0.004253268945011236,12,0.010472570545971394,0.0,0.010472570545971394
right,-0.003538418337702751,0.004998907058949356,25,0.0,-0.012062789872288704,0.012062789872288704
why,0.0034953684813377483,0.004560595316288389,27,0.011802072636783123,-0.009856099961325526,0.02165817259810865
completely,0.003356738202273846,0.004893244665401823,5,0.012587768025696278,0.0,0.012587768025696278
like,0.003340679974491267,0.005208771690658781,38,0.017251256853342056,0.0,0.017251256853342056
always,-0.003279119225529333,0.007029689431357921,6,0.0,-0.01899430062621832,0.01899430062621832
article,-0.0032528884404776047,0.005010412147502354,49,0.0018236376345157623,-0.016261329874396324,0.018084967508912086
few,0.003215980560829242,0.003076260112069519,6,0.008060342632234097,0.0,0.008060342632234097
also,0.0031297638885338197,0.004799734859559728,11,0.007381158880889416,-0.008005258161574602,0.015386417042464018
way,0.0030364161715484583,0.008063035228088603,26,0.022490713745355606,-0.012460721656680107,0.03495143540203571
20,-0.002955376708996482,0.009063580971565293,8,0.002401490230113268,-0.026845000684261322,0.02924649091437459
if,-0.0028691396886036578,0.008807095892190971,48,0.008454983355477452,-0.03903768234886229,0.04749266570433974
some,-0.002775348378657704,0.0027157204619184844,41,0.0,-0.00795877748169005,0.00795877748169005
so,-0.0027730371481690477,0.005563370302680458,48,0.004383120220154524,-0.0194307379424572,0.023813858162611723
really,0.002609816818114589,0.0033248768188173794,17,0.008318791165947914,0.0,0.008318791165947914
should,-0.0023959974392450283,0.005644767291475443,28,0.008273436687886715,-0.020098958164453506,0.02837239485234022
back,-0.0023948279675096275,0.0071844839025288825,10,0.0,-0.023948279675096273,0.023948279675096273
message,-0.0023924376476894727,0.011268051235119566,11,0.009296607226133347,-0.024275670759379864,0.03357227798551321
continue,-0.0020871646572939223,0.003010151658228611,9,0.0,-0.007513792719691992,0.007513792719691992
sorry,-0.00190069842695569,0.0041743816944412974,6,-2.4188891984522343e-05,-0.011234868317842484,0.011210679425857961
fact,0.0018579589880325577,0.003942623723994851,11,0.010455972515046597,0.0,0.010455972515046597
have,-0.0017778597645768215,0.0047870586376083735,82,0.009783599060028791,-0.022798257879912853,0.032581856939941645
able,0.0016312254592776299,0.0032624509185552597,5,0.00815612729638815,0.0,0.00815612729638815
being,0.0015628133072217072,0.002803407884330389,24,0.010592169128358364,-0.0007317251875065267,0.01132389431586489
knowledge,0.0015595735982060432,0.0019100797659605782,5,0.003898933995515108,0.0,0.003898933995515108
will,0.00152118960695882,0.0029711556870339003,31,0.009374434128403664,0.0,0.009374434128403664
pages,0.0014549572273002316,0.0015825730604947063,12,0.0036123075988143682,0.0,0.0036123075988143682
it,0.0014475158224212788,0.0046331690304284925,155,0.009269645437598228,-0.012602733448147774,0.021872378885746002
old,-0.0012981515222539504,0.0018358634887868156,6,0.0,-0.0038944545667618513,0.0038944545667618513
attack,0.0012041025329381227,0.0017028581325688897,6,0.0036123075988143682,0.0,0.0036123075988143682
2005,0.001189986787115534,0.002660891348316905,6,0.007139920722693205,0.0,0.007139920722693205
personal,-0.0011875195842650202,0.003358812603302502,9,0.0,-0.010687676258385181,0.010687676258385181
had,0.0011668266670312732,0.003087133184083118,16,0.009334613336250186,0.0,0.009334613336250186
same,-0.0011521846055984498,0.0034565538167953486,10,0.0,-0.011521846055984497,0.011521846055984497
reliable,0.0011445235868450254,0.002024802309745263,8,0.005402768030762672,0.0,0.005402768030762672
or,-0.0011186054903752336,0.0019028457935318405,73,0.000367428787285462,-0.008132964372634888,0.00850039315992035
see,0.0010923508477086823,0.0009232049665972946,12,0.0018726014532148838,0.0,0.0018726014532148838
want,-0.0010859725672552095,0.0018519594762784692,28,0.0,-0.005246730521321297,0.005246730521321297
after,-0.0010797764407470822,0.00285681993376325,8,0.0,-0.008638211525976658,0.008638211525976658
read,-0.0010624784335959703,0.002030713228092844,12,0.0,-0.005464174784719944,0.005464174784719944
created,-0.0010449422656425408,0.002559575361492018,7,0.0,-0.007314595859497786,0.007314595859497786
what,0.0010381791575508582,0.002868757912439995,43,0.006131767411716282,-0.00694298162125051,0.013074749032966793
im,-0.001027430562923352,0.00229740458085749,6,0.0,-0.0061645833775401115,0.0061645833775401115
